Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
2681;291,176  ;9,4371  ;6,45666  ;-9,19317e+00
3744;291,176  ;13,8999  ;11,5202  ;-9,19362e+00
11910;291,176  ;-14,2574  ;-11,5684  ;-9,19397e+00
3724;291,176  ;11,674  ;-6,77836  ;-9,19464e+00
3286;291,176  ;-15,2327  ;11,5093  ;-9,19495e+00
3721;291,176  ;16,1368  ;-11,5263  ;-9,19592e+00
5371;291,176  ;20;14,9057  ;-9,19757e+00
13246;291,176  ;-20;14,9057  ;-9,19757e+00
12483;291,176  ;-20;-14,9057  ;-9,19762e+00
13842;291,176  ;20;-14,9057  ;-9,19762e+00
5422;291,176  ;15,5372  ;-0,346365  ;-9,19970e+00
3662;291,176  ;-20;-5,09427  ;-9,20419e+00
12437;291,176  ;20;-5,09427  ;-9,20419e+00
3418;291,176  ;-20;4,7172  ;-9,20430e+00
5420;291,176  ;20;4,7172  ;-9,20430e+00
2675;291,175  ;4,99003  ;13,2625  ;-9,18646e+00
1489;290,647  ;-10,584  ;0,230486  ;-9,16359e+00
2686;290,183  ;-5,33145  ;-0,0234857  ;-9,13301e+00
1509;289,72  ;-0,0789108  ;-0,277458  ;-9,10432e+00
3421;289,441  ;-15,292  ;5,02098  ;-9,09468e+00
3442;289,441  ;-15,292  ;-4,79049  ;-9,09477e+00
3148;288,977  ;-0,45997  ;-6,86011  ;-9,05837e+00
2676;288,977  ;1,05069  ;6,50925  ;-9,05853e+00
2680;288,977  ;5,49776  ;-0,29656  ;-9,06098e+00
11943;288,235  ;0,377068  ;20;-9,00221e+00
13837;288,235  ;-0,377068  ;-20;-9,00228e+00
927;288,235  ;9,81147  ;20;-9,00546e+00
1008;288,235  ;-9,81147  ;20;-9,00546e+00
241;288,235  ;-9,81147  ;-20;-9,00553e+00
325;288,235  ;9,81147  ;-20;-9,00553e+00
7779;288,235  ;4,48522  ;-16,7214  ;-9,00697e+00
7782;288,235  ;-5,32625  ;-16,7214  ;-9,00725e+00
3328;288,235  ;7,26618  ;13,2749  ;-9,01151e+00
3720;288,235  ;9,3448  ;-13,2511  ;-9,01277e+00
13244;288,235  ;-20;20;-9,01570e+00
13792;288,235  ;20;20;-9,01570e+00
3287;288,235  ;-14,9057  ;14,9057  ;-9,01571e+00
5370;288,235  ;14,9057  ;14,9057  ;-9,01571e+00
3357;288,235  ;-14,9057  ;-14,9057  ;-9,01576e+00
12322;288,235  ;14,9057  ;-14,9057  ;-9,01576e+00
14037;288,235  ;20;-20;-9,01577e+00
14062;288,235  ;-20;-20;-9,01577e+00
1540;288,235  ;11,0744  ;-0,315663  ;-9,01983e+00
3722;288,235  ;15,5372  ;-5,06356  ;-9,02300e+00
3739;288,235  ;15,5372  ;4,7479  ;-9,02309e+00
666;288,235  ;20;9,81147  ;-9,02596e+00
1184;288,235  ;-20;9,81147  ;-9,02596e+00
585;288,235  ;20;-9,81147  ;-9,02599e+00
1183;288,235  ;-20;-9,81147  ;-9,02600e+00
3419;288,235  ;-20;-0,377068  ;-9,02922e+00
12438;288,235  ;20;-0,377068  ;-9,02922e+00
3334;288,234  ;-3,81559  ;16,648  ;-9,00680e+00
3326;288,234  ;5,99587  ;16,648  ;-9,00752e+00
1689;288,234  ;-0,841029  ;-13,4428  ;-9,00961e+00
1539;288,234  ;2,18028  ;13,296  ;-9,00981e+00
3741;288,234  ;6,62736  ;6,49015  ;-9,01571e+00
7785;288,096  ;-7,54369  ;-13,3536  ;-9,00339e+00
2698;287,957  ;-8,29235  ;13,2037  ;-8,99560e+00
3422;286,5  ;-15,292  ;-0,0732907  ;-8,92056e+00
3445;286,498  ;-10,2933  ;-0,0759578  ;-8,91615e+00
3443;286,361  ;-8,57829  ;-6,57578  ;-8,90547e+00
12907;286,222  ;-8,35165  ;6,71536  ;-8,89701e+00
3730;286,036  ;3,16855  ;-6,76931  ;-8,88400e+00
2692;286,035  ;-5,0408  ;-0,32993  ;-8,88598e+00
3732;285,897  ;-3,32575  ;-6,82975  ;-8,87581e+00
2693;285,758  ;-3,09911  ;6,46138  ;-8,86767e+00
2690;285,299  ;0,852287  ;3,11236  ;-8,84134e+00
8279;285,294  ;-4,7172  ;20;-8,82852e+00
12304;285,294  ;4,7172  ;-20;-8,82859e+00
11944;285,294  ;5,09427  ;20;-8,82864e+00
2493;285,294  ;-5,09427  ;-20;-8,82871e+00
3327;285,294  ;8,27203  ;16,6604  ;-8,83420e+00
7778;285,294  ;8,11373  ;-16,6306  ;-8,83423e+00
12908;285,294  ;-14,9057  ;20;-8,83529e+00
13794;285,294  ;14,9057  ;20;-8,83529e+00
3358;285,294  ;-14,9057  ;-20;-8,83536e+00
12321;285,294  ;14,9057  ;-20;-8,83536e+00
3723;285,294  ;8,74522  ;-6,78841  ;-8,84236e+00
3719;285,294  ;13,208  ;-11,5363  ;-8,84276e+00
11959;285,294  ;13,3663  ;11,5662  ;-8,84282e+00
12915;285,294  ;-20;14,9057  ;-8,84734e+00
13793;285,294  ;20;14,9057  ;-8,84734e+00
3356;285,294  ;-20;-14,9057  ;-8,84739e+00
12323;285,294  ;20;-14,9057  ;-8,84739e+00
3725;285,294  ;15,5372  ;-0,346365  ;-8,84950e+00
3661;285,294  ;-20;-5,09427  ;-8,85402e+00
3726;285,294  ;20;-5,09427  ;-8,85402e+00
3420;285,294  ;-20;4,7172  ;-8,85413e+00
3738;285,294  ;20;4,7172  ;-8,85413e+00
7783;285,293  ;-0,609048  ;-16,7214  ;-8,83188e+00
8280;285,293  ;1,27868  ;16,648  ;-8,83193e+00
7780;285,293  ;2,78749  ;-13,352  ;-8,83554e+00
3329;285,293  ;4,45644  ;13,3084  ;-8,83592e+00
8249;285,293  ;8,90351  ;6,50261  ;-8,84254e+00
3444;285,293  ;-15,0013  ;-5,09693  ;-8,84801e+00
13544;285,293  ;-15,0013  ;4,71453  ;-8,84812e+00
2496;285,155  ;-8,19203  ;-16,691  ;-8,82602e+00
7784;285,155  ;-3,70681  ;-13,4124  ;-8,82750e+00
3360;285,155  ;-13,2863  ;-11,5968  ;-8,83459e+00
3288;285,016  ;-7,96539  ;16,6001  ;-8,81772e+00
3289;285,016  ;-13,0597  ;11,5058  ;-8,82621e+00
2697;285,015  ;-1,96951  ;13,2481  ;-8,81905e+00
3742;284,557  ;6,42896  ;3,09326  ;-8,79893e+00
2696;284,556  ;1,98188  ;9,89908  ;-8,79462e+00
11585;284,036  ;5,52624  ;-0,788733  ;-8,76820e+00
3728;283,293  ;11,1029  ;-0,807836  ;-8,72772e+00
3727;283,293  ;15,5657  ;-5,55574  ;-8,73076e+00
3740;283,293  ;15,5657  ;4,25573  ;-8,73118e+00
3731;282,758  ;1,48022  ;-3,53261  ;-8,69180e+00
1037;282,353  ;0,377068  ;20;-8,65482e+00
366;282,353  ;-0,377068  ;-20;-8,65489e+00
8733;282,353  ;-9,81147  ;20;-8,65809e+00
14153;282,353  ;9,81147  ;20;-8,65809e+00
2495;282,353  ;-9,81147  ;-20;-8,65816e+00
12303;282,353  ;9,81147  ;-20;-8,65816e+00
2452;282,353  ;3,01947  ;-16,6306  ;-8,65938e+00
1466;282,353  ;6,416  ;-13,2612  ;-8,66388e+00
12324;282,353  ;13,208  ;-16,6306  ;-8,66500e+00
497;282,353  ;20;20;-8,66842e+00
839;282,353  ;-20;20;-8,66842e+00
71;282,353  ;20;-20;-8,66849e+00
157;282,353  ;-20;-20;-8,66849e+00
13135;282,353  ;-20;9,81147  ;-8,67877e+00
14160;282,353  ;20;9,81147  ;-8,67877e+00
5250;282,353  ;-20;-9,81147  ;-8,67880e+00
14035;282,353  ;20;-9,81147  ;-8,67880e+00
697;282,353  ;20;-0,377068  ;-8,68205e+00
1321;282,353  ;-20;-0,377068  ;-8,68205e+00
10861;282,352  ;3,55483  ;16,6604  ;-8,65939e+00
1729;282,352  ;6,73259  ;13,3209  ;-8,66389e+00
14155;282,352  ;13,3663  ;16,6604  ;-8,66503e+00
10932;282,352  ;-15,0013  ;-0,379735  ;-8,67602e+00
1543;282,35  ;-10,0027  ;-0,382402  ;-8,67168e+00
2455;282,214  ;-3,47483  ;-16,691  ;-8,65130e+00
2456;282,214  ;-0,0782935  ;-13,3216  ;-8,65431e+00
3359;282,214  ;-13,2863  ;-16,691  ;-8,65689e+00
3446;282,213  ;-8,28764  ;-6,88222  ;-8,66098e+00
8281;282,075  ;-2,87112  ;16,6001  ;-8,64307e+00
1467;282,075  ;-6,57259  ;-13,382  ;-8,64761e+00
12909;282,075  ;-13,0597  ;16,6001  ;-8,64859e+00
9650;282,074  ;0,30664  ;13,2606  ;-8,64616e+00
2695;282,073  ;-8,061  ;6,40891  ;-8,65291e+00
1545;281,797  ;-6,11931  ;13,2002  ;-8,63126e+00
8250;281,615  ;4,25804  ;9,91153  ;-8,62260e+00
2691;281,614  ;-4,1096  ;3,05989  ;-8,62553e+00
2694;281,338  ;-2,16791  ;9,85121  ;-8,60598e+00
1544;280,879  ;1,78348  ;6,50219  ;-8,58103e+00
14036;280,352  ;8,7737  ;-7,28058  ;-8,55253e+00
12792;280,352  ;8,932  ;6,01044  ;-8,55315e+00
3729;280,352  ;15,5657  ;-0,838538  ;-8,55995e+00
11555;279,615  ;6,45744  ;2,60109  ;-8,51006e+00
8734;279,412  ;-4,7172  ;20;-8,48415e+00
8557;279,412  ;4,7172  ;-20;-8,48422e+00
14204;279,412  ;5,09427  ;20;-8,48427e+00
2494;279,412  ;-5,09427  ;-20;-8,48434e+00
2461;279,412  ;8,11373  ;-16,6306  ;-8,48990e+00
12318;279,412  ;-14,9057  ;20;-8,49097e+00
14154;279,412  ;14,9057  ;20;-8,49097e+00
12505;279,412  ;-14,9057  ;-20;-8,49104e+00
14016;279,412  ;14,9057  ;-20;-8,49104e+00
8689;279,412  ;13,208  ;-11,5363  ;-8,49850e+00
12319;279,412  ;-20;14,9057  ;-8,50313e+00
14159;279,412  ;20;14,9057  ;-8,50313e+00
10250;279,412  ;-20;-14,9057  ;-8,50318e+00
14015;279,412  ;20;-14,9057  ;-8,50318e+00
8573;279,412  ;-20;-5,09427  ;-8,50986e+00
11913;279,412  ;20;-5,09427  ;-8,50986e+00
2880;279,412  ;-20;4,7172  ;-8,50997e+00
11233;279,412  ;20;4,7172  ;-8,50997e+00
12788;279,411  ;8,27203  ;16,6604  ;-8,48988e+00
14161;279,411  ;13,3663  ;11,5662  ;-8,49856e+00
5251;279,41  ;-15,0013  ;-5,09693  ;-8,50380e+00
12297;279,41  ;-15,0013  ;4,71453  ;-8,50391e+00
2497;279,273  ;-8,19203  ;-16,691  ;-8,48183e+00
5249;279,273  ;-13,2863  ;-11,5968  ;-8,49048e+00
7225;279,134  ;-7,96539  ;16,6001  ;-8,47368e+00
8010;279,134  ;-13,0597  ;11,5058  ;-8,48223e+00
2459;279,074  ;4,72768  ;-10,0245  ;-8,47484e+00
8418;279,073  ;-3,48167  ;-3,58508  ;-8,47740e+00
2458;278,935  ;-1,76662  ;-10,0849  ;-8,46610e+00
2884;278,811  ;-15,9281  ;0,0623056  ;-8,47091e+00
9666;278,809  ;-10,9294  ;0,0596386  ;-8,46624e+00
9667;278,533  ;-8,98775  ;6,85095  ;-8,44729e+00
1806;278,351  ;11,1314  ;-1,30001  ;-8,43984e+00
5230;278,337  ;2,41142  ;-0,142786  ;-8,43503e+00
5234;278,074  ;-5,03635  ;3,50193  ;-8,42005e+00
11914;277,411  ;15,5657  ;-5,55574  ;-8,38861e+00
11234;277,411  ;15,5657  ;4,25573  ;-8,38903e+00
5252;277,211  ;-9,49684  ;-6,29173  ;-8,37158e+00
2485;277,074  ;-7,78179  ;-12,7916  ;-8,35842e+00
11424;277,073  ;7,08537  ;-4,04388  ;-8,36306e+00
11228;276,471  ;0;20;-8,31347e+00
2451;276,471  ;-0,377068  ;-20;-8,31354e+00
1009;276,471  ;-9,81147  ;20;-8,31676e+00
1010;276,471  ;9,81147  ;20;-8,31676e+00
242;276,471  ;-9,81147  ;-20;-8,31683e+00
326;276,471  ;9,81147  ;-20;-8,31683e+00
12317;276,471  ;-20;20;-8,32718e+00
14303;276,471  ;20;20;-8,32718e+00
8011;276,471  ;-14,9057  ;14,9057  ;-8,32719e+00
14174;276,471  ;14,9057  ;14,9057  ;-8,32719e+00
8690;276,471  ;14,9057  ;-14,9057  ;-8,32724e+00
9689;276,471  ;-14,9057  ;-14,9057  ;-8,32724e+00
12506;276,471  ;-20;-20;-8,32725e+00
14708;276,471  ;20;-20;-8,32725e+00
667;276,471  ;20;9,81147  ;-8,33761e+00
1185;276,471  ;-20;9,81147  ;-8,33761e+00
1267;276,471  ;-20;-9,81147  ;-8,33764e+00
668;276,471  ;20;-9,81147  ;-8,33765e+00
2881;276,471  ;-20;0;-8,34092e+00
11232;276,471  ;20;0;-8,34093e+00
12914;276,47  ;3,17776  ;16,6604  ;-8,31798e+00
2453;276,47  ;3,01947  ;-16,6306  ;-8,31806e+00
9652;276,468  ;3,17471  ;11,6617  ;-8,32273e+00
2483;276,436  ;9,72834  ;-9,83829  ;-8,32519e+00
2454;276,332  ;-3,47483  ;-16,691  ;-8,31012e+00
11229;276,193  ;-3,24819  ;16,6001  ;-8,30211e+00
7224;276,191  ;-3,25125  ;11,6014  ;-8,30685e+00
2462;276,133  ;6,42541  ;-13,3939  ;-8,30310e+00
2883;275,87  ;-15,9281  ;5,15657  ;-8,30047e+00
5254;275,87  ;-15,9281  ;-4,65489  ;-8,30065e+00
1468;275,795  ;3,03935  ;-6,78776  ;-8,28717e+00
9651;275,732  ;0,700152  ;8,25236  ;-8,28244e+00
5233;275,532  ;-4,40842  ;-3,14304  ;-8,27365e+00
9659;275,524  ;9,41905  ;10,3766  ;-8,27218e+00
5231;275,413  ;-0,241933  ;2,93953  ;-8,26623e+00
7226;275,324  ;-9,69482  ;10,4428  ;-8,26087e+00
1616;275,269  ;-11,8562  ;0,501679  ;-8,26305e+00
9658;274,787  ;6,9445  ;6,96721  ;-8,23064e+00
11235;274,47  ;15,5657  ;-0,461471  ;-8,22085e+00
11425;274,436  ;12,086  ;-3,85771  ;-8,21510e+00
5244;274,271  ;-9,40122  ;-16,1005  ;-8,19534e+00
5246;274,271  ;-14,4955  ;-11,0063  ;-8,20427e+00
11426;274,15  ;4,43202  ;-0,96157  ;-8,19489e+00
2486;273,934  ;-2,97582  ;-9,49441  ;-8,17914e+00
5248;273,67  ;-10,4236  ;-5,84969  ;-8,16947e+00
9775;273,529  ;4,7172  ;20;-8,14583e+00
2460;273,529  ;4,7172  ;-20;-8,14590e+00
11227;273,529  ;-5,09427  ;20;-8,14595e+00
11242;273,529  ;-5,09427  ;-20;-8,14603e+00
12066;273,529  ;-14,9057  ;20;-8,15271e+00
13543;273,529  ;14,9057  ;20;-8,15271e+00
5240;273,529  ;-14,9057  ;-20;-8,15278e+00
14412;273,529  ;14,9057  ;-20;-8,15278e+00
12320;273,529  ;-20;14,9057  ;-8,16496e+00
12790;273,529  ;20;14,9057  ;-8,16496e+00
3321;273,529  ;-20;-14,9057  ;-8,16501e+00
12274;273,529  ;20;-14,9057  ;-8,16501e+00
2882;273,529  ;-20;5,09427  ;-8,17173e+00
11231;273,529  ;20;5,09427  ;-8,17173e+00
5253;273,529  ;-20;-4,7172  ;-8,17188e+00
8038;273,529  ;20;-4,7172  ;-8,17188e+00
9778;273,528  ;4,71414  ;15,0013  ;-8,15176e+00
4462;273,528  ;-5,09732  ;15,0013  ;-8,15188e+00
11554;273,523  ;11,6185  ;3,06611  ;-8,16284e+00
2481;273,495  ;11,4261  ;-13,2077  ;-8,15544e+00
8040;273,495  ;16,5203  ;-8,11344  ;-8,16407e+00
2457;273,192  ;1,33114  ;-13,3939  ;-8,13354e+00
2482;273,158  ;8,04002  ;-6,60159  ;-8,13844e+00
2885;272,928  ;-15,9281  ;0,439373  ;-8,13339e+00
12068;272,927  ;-6,11968  ;5,2521  ;-8,12488e+00
5232;272,872  ;0,385999  ;-3,70544  ;-8,12096e+00
4466;272,661  ;-11,5409  ;13,8427  ;-8,10741e+00
8012;272,661  ;-16,6352  ;8,74842  ;-8,11634e+00
5235;272,608  ;-7,06177  ;-0,0607254  ;-8,10818e+00
12787;272,583  ;10,9585  ;13,7161  ;-8,10264e+00
12791;272,583  ;16,0528  ;8,62185  ;-8,11132e+00
3324;272,369  ;-15,8289  ;-9,63861  ;-8,09833e+00
1478;272,072  ;-8,99098  ;-12,2011  ;-8,07370e+00
12069;272,06  ;-12,5633  ;4,09352  ;-8,08019e+00
5256;271,768  ;-11,757  ;-4,48204  ;-8,06287e+00
2484;271,33  ;-4,68403  ;-16,1005  ;-8,02582e+00
5243;271,33  ;-14,4955  ;-16,1005  ;-8,03232e+00
5237;271,01  ;-5,62917  ;-6,4121  ;-8,01557e+00
5236;270,596  ;0,289301  ;-9,122  ;-7,98964e+00
1077;270,588  ;-0,377068  ;20;-7,97819e+00
365;270,588  ;-0,377068  ;-20;-7,97826e+00
4463;270,588  ;-9,81147  ;20;-7,98151e+00
9774;270,588  ;9,81147  ;20;-7,98151e+00
5241;270,588  ;-9,81147  ;-20;-7,98158e+00
14411;270,588  ;9,81147  ;-20;-7,98159e+00
840;270,588  ;-20;20;-7,99201e+00
498;270,588  ;20;20;-7,99202e+00
72;270,588  ;20;-20;-7,99208e+00
158;270,588  ;-20;-20;-7,99208e+00
12789;270,588  ;20;9,81147  ;-8,00253e+00
14207;270,588  ;-20;9,81147  ;-8,00253e+00
3320;270,588  ;-20;-9,81147  ;-8,00256e+00
8037;270,588  ;20;-9,81147  ;-8,00256e+00
723;270,588  ;20;0,377068  ;-8,00586e+00
1298;270,588  ;-20;0,377068  ;-8,00586e+00
9779;270,586  ;-0,380124  ;15,0013  ;-7,98414e+00
1941;270,585  ;-0,383181  ;10,0025  ;-7,98836e+00
14019;270,554  ;6,33181  ;-13,2077  ;-7,98551e+00
8718;270,554  ;16,5203  ;-13,2077  ;-7,99355e+00
8041;270,554  ;16,5203  ;-3,01917  ;-7,99925e+00
1470;270,52  ;13,0407  ;-6,41542  ;-7,99267e+00
4458;270,266  ;-1,32527  ;4,6897  ;-7,97317e+00
2467;270,234  ;5,38667  ;-3,51927  ;-7,97264e+00
5247;270,17  ;-10,3244  ;-10,8334  ;-7,96810e+00
1472;269,948  ;-2,26735  ;-0,62313  ;-7,95610e+00
12067;269,72  ;-16,6352  ;13,8427  ;-7,94600e+00
12077;269,72  ;-16,6352  ;4,03122  ;-7,95209e+00
4465;269,718  ;-6,82676  ;8,84395  ;-7,94187e+00
12786;269,642  ;16,0528  ;13,7161  ;-7,94107e+00
12793;269,642  ;16,0528  ;3,90465  ;-7,94707e+00
6707;269,64  ;5,86116  ;8,71738  ;-7,93713e+00
2896;269,608  ;12,5731  ;0,50841  ;-7,94224e+00
3322;269,428  ;-15,8289  ;-14,7329  ;-7,92785e+00
5255;269,428  ;-15,8289  ;-4,54434  ;-7,93463e+00
11549;269,4  ;-7,76884  ;3,53112  ;-7,92672e+00
4753;269,322  ;4,91908  ;3,40455  ;-7,92111e+00
9639;269,108  ;-6,96256  ;-5,04444  ;-7,90947e+00
1942;268,851  ;-13,2703  ;7,68537  ;-7,89829e+00
5238;268,735  ;-5,72586  ;-11,8287  ;-7,88402e+00
1619;268,695  ;12,1055  ;7,43224  ;-7,88864e+00
5245;268,389  ;-9,40122  ;-16,1005  ;-7,86242e+00
1728;268,268  ;-11,6578  ;-9,46575  ;-7,86314e+00
5239;267,993  ;-1,41891  ;-15,7281  ;-7,83763e+00
2463;267,959  ;5,28997  ;-8,93583  ;-7,84242e+00
9640;267,928  ;-11,7206  ;-1,85173  ;-7,84711e+00
2466;267,673  ;-2,36405  ;-6,03969  ;-7,82713e+00
9776;267,647  ;4,7172  ;20;-7,81362e+00
13433;267,647  ;4,7172  ;-20;-7,81369e+00
11576;267,647  ;-5,09427  ;20;-7,81374e+00
9336;267,647  ;-5,09427  ;-20;-7,81382e+00
12065;267,647  ;-14,9057  ;20;-7,82055e+00
12316;267,647  ;14,9057  ;20;-7,82055e+00
5242;267,647  ;-14,9057  ;-20;-7,82062e+00
8717;267,647  ;14,9057  ;-20;-7,82062e+00
12074;267,647  ;-20;14,9057  ;-7,83291e+00
12315;267,647  ;20;14,9057  ;-7,83291e+00
3319;267,647  ;-20;-14,9057  ;-7,83296e+00
8715;267,647  ;20;-14,9057  ;-7,83296e+00
14698;267,647  ;-20;5,09427  ;-7,83973e+00
14757;267,647  ;20;5,09427  ;-7,83973e+00
7615;267,647  ;-20;-4,7172  ;-7,83988e+00
8039;267,647  ;20;-4,7172  ;-7,83988e+00
9777;267,645  ;4,71414  ;15,0013  ;-7,81959e+00
4461;267,645  ;-5,09732  ;15,0013  ;-7,81972e+00
8719;267,613  ;11,4261  ;-13,2077  ;-7,82336e+00
4764;267,613  ;16,5203  ;-8,11344  ;-7,83206e+00
9690;266,833  ;-7,05925  ;-10,461  ;-7,77921e+00
4464;266,779  ;-11,5409  ;13,8427  ;-7,77620e+00
12076;266,779  ;-16,6352  ;8,74842  ;-7,78519e+00
8742;266,701  ;10,9585  ;13,7161  ;-7,77151e+00
8186;266,701  ;16,0528  ;8,62185  ;-7,78025e+00
9687;266,487  ;-10,7346  ;-14,7329  ;-7,75847e+00
3323;266,487  ;-15,8289  ;-9,63861  ;-7,76748e+00
11575;266,336  ;-0,111252  ;14,8724  ;-7,74585e+00
4459;266,334  ;-0,114309  ;9,87364  ;-7,75006e+00
4456;266,016  ;-1,05639  ;4,56081  ;-7,73505e+00
7617;265,588  ;-15,7925  ;-1,91404  ;-7,72049e+00
4460;265,569  ;-6,32695  ;10,5242  ;-7,70844e+00
1469;265,397  ;-2,46075  ;-11,4562  ;-7,69704e+00
4756;265,389  ;6,13004  ;8,58849  ;-7,69965e+00
4758;265,267  ;-6,9262  ;-2,41414  ;-7,69562e+00
4457;265,251  ;-7,26904  ;5,21136  ;-7,69413e+00
13434;265,052  ;3,67536  ;-15,7281  ;-7,67406e+00
9339;265,052  ;-6,13611  ;-15,7281  ;-7,67490e+00
2464;264,995  ;8,02903  ;-5,35015  ;-7,68028e+00
11550;264,719  ;-12,4277  ;1,74011  ;-7,66902e+00
2468;264,709  ;0,375018  ;-2,454  ;-7,66296e+00
12311;264,706  ;-0,377068  ;20;-7,64904e+00
9337;264,706  ;-0,377068  ;-20;-7,64911e+00
928;264,706  ;9,81147  ;20;-7,65239e+00
865;264,706  ;-9,81147  ;20;-7,65240e+00
181;264,706  ;-9,81147  ;-20;-7,65246e+00
327;264,706  ;9,81147  ;-20;-7,65246e+00
14206;264,706  ;-20;20;-7,66297e+00
8743;264,706  ;14,9057  ;14,9057  ;-7,66298e+00
12075;264,706  ;-14,9057  ;14,9057  ;-7,66298e+00
12313;264,706  ;20;20;-7,66298e+00
8716;264,706  ;14,9057  ;-14,9057  ;-7,66303e+00
7625;264,706  ;-14,9057  ;-14,9057  ;-7,66304e+00
8926;264,706  ;20;-20;-7,66305e+00
12457;264,706  ;-20;-20;-7,66305e+00
586;264,706  ;20;9,81147  ;-7,67358e+00
1269;264,706  ;-20;9,81147  ;-7,67358e+00
587;264,706  ;20;-9,81147  ;-7,67361e+00
1268;264,706  ;-20;-9,81147  ;-7,67361e+00
12450;264,706  ;20;0,377068  ;-7,67694e+00
13202;264,706  ;-20;0;-7,67695e+00
4467;264,703  ;-12,7705  ;9,36561  ;-7,66544e+00
2893;264,672  ;16,5203  ;-3,01917  ;-7,67032e+00
7618;264,427  ;-11,6214  ;-6,83545  ;-7,65068e+00
4767;264,383  ;10,2567  ;-9,45977  ;-7,64567e+00
4754;264,082  ;7,56145  ;1,57368  ;-7,63039e+00
8189;263,888  ;12,0832  ;10,25  ;-7,61916e+00
12060;263,837  ;-16,6352  ;3,65415  ;-7,62414e+00
2894;263,759  ;16,0528  ;3,90465  ;-7,61909e+00
3502;263,395  ;-4,82845  ;14,8724  ;-7,58357e+00
10554;263,395  ;4,98301  ;14,8724  ;-7,58363e+00
2892;263,001  ;11,4776  ;-3,3119  ;-7,57301e+00
6706;262,992  ;-7,0229  ;-7,8307  ;-7,56790e+00
9691;262,824  ;-9,38544  ;-10,471  ;-7,55829e+00
7616;262,646  ;-15,7925  ;-7,0083  ;-7,55627e+00
3503;262,63  ;-11,0411  ;15,5229  ;-7,54418e+00
12486;262,63  ;-16,1354  ;10,4287  ;-7,55364e+00
2465;262,433  ;0,27832  ;-7,87056  ;-7,53539e+00
9340;262,11  ;-1,41891  ;-15,7281  ;-7,51124e+00
2895;262,088  ;11,01  ;3,61192  ;-7,52236e+00
1762;262,083  ;0,154563  ;9,74474  ;-7,51498e+00
8744;261,893  ;10,9362  ;16,5339  ;-7,50246e+00
8187;261,893  ;16,0305  ;11,4397  ;-7,51226e+00
12462;261,821  ;2,506  ;-11,9802  ;-7,49912e+00
12312;261,765  ;4,7172  ;20;-7,48756e+00
11420;261,765  ;4,7172  ;-20;-7,48763e+00
4482;261,765  ;-5,09427  ;20;-7,48768e+00
9338;261,765  ;-5,09427  ;-20;-7,48776e+00
4484;261,765  ;-14,9057  ;20;-7,49455e+00
11670;261,765  ;14,9057  ;20;-7,49455e+00
7626;261,765  ;-14,9057  ;-20;-7,49462e+00
8927;261,765  ;14,9057  ;-20;-7,49462e+00
12314;261,765  ;20;14,9057  ;-7,50700e+00
12485;261,765  ;-20;14,9057  ;-7,50700e+00
6865;261,765  ;-20;-14,9057  ;-7,50705e+00
8928;261,765  ;20;-14,9057  ;-7,50705e+00
8185;261,765  ;20;5,09427  ;-7,51388e+00
12465;261,765  ;-20;-5,09427  ;-7,51390e+00
13748;261,765  ;-20;4,7172  ;-7,51401e+00
12451;261,765  ;20;-4,7172  ;-7,51402e+00
9788;261,475  ;8,64211  ;-16,2521  ;-7,47833e+00
4766;261,475  ;13,7364  ;-11,1578  ;-7,48720e+00
9692;261,388  ;-4,78693  ;-11,4662  ;-7,47638e+00
4759;261,335  ;-5,71524  ;2,7698  ;-7,47812e+00
3505;261,319  ;-6,05808  ;10,3953  ;-7,47383e+00
7627;261,043  ;-8,46229  ;-15,7381  ;-7,45508e+00
6868;261,043  ;-13,5566  ;-10,6438  ;-7,46371e+00
4755;260,776  ;1,58598  ;2,72993  ;-7,44647e+00
1992;260,587  ;-11,5851  ;-4,20514  ;-7,44037e+00
11574;260,582  ;6,10773  ;11,4063  ;-7,43275e+00
11551;260,57  ;-11,9279  ;3,42036  ;-7,43995e+00
1763;260,554  ;-12,2707  ;11,0459  ;-7,43546e+00
4483;260,454  ;-0,111252  ;14,8724  ;-7,42122e+00
4765;260,094  ;14,9573  ;-5,00993  ;-7,41632e+00
4757;260,028  ;-4,28383  ;-4,24501  ;-7,40578e+00
10692;259,705  ;-15,7925  ;-2,29111  ;-7,39672e+00
4479;259,689  ;-16,1354  ;15,5229  ;-7,38790e+00
12059;259,689  ;-16,1354  ;5,33439  ;-7,39538e+00
1471;259,469  ;3,01739  ;-4,28488  ;-7,37497e+00
1766;259,081  ;12,0609  ;13,0679  ;-7,35324e+00
3500;259,079  ;-5,08934  ;15,8364  ;-7,34611e+00
8907;258,983  ;-9,34909  ;-7,84068  ;-7,34975e+00
3524;258,952  ;5,84192  ;16,5339  ;-7,33872e+00
11673;258,952  ;16,0305  ;16,5339  ;-7,34654e+00
8188;258,952  ;16,0305  ;6,72247  ;-7,35457e+00
4762;258,857  ;5,24507  ;-8,3945  ;-7,34048e+00
1076;258,824  ;-0,377068  ;20;-7,32608e+00
364;258,824  ;-0,377068  ;-20;-7,32615e+00
4481;258,824  ;-9,81147  ;20;-7,32945e+00
11671;258,824  ;9,81147  ;20;-7,32945e+00
9786;258,824  ;9,81147  ;-20;-7,32952e+00
12456;258,824  ;-9,81147  ;-20;-7,32952e+00
