Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
841;258,824  ;-20;20;-7,34011e+00
499;258,824  ;20;20;-7,34012e+00
73;258,824  ;20;-20;-7,34019e+00
159;258,824  ;-20;-20;-7,34019e+00
14205;258,824  ;-20;9,81147  ;-7,35080e+00
14843;258,824  ;20;9,81147  ;-7,35080e+00
6864;258,824  ;-20;-9,81147  ;-7,35084e+00
11909;258,824  ;20;-9,81147  ;-7,35084e+00
722;258,824  ;20;0,377068  ;-7,35419e+00
1320;258,824  ;-20;-0,377068  ;-7,35420e+00
6708;258,783  ;5,03456  ;4,76818  ;-7,33800e+00
11421;258,534  ;3,54784  ;-16,2521  ;-7,31562e+00
9787;258,534  ;13,7364  ;-16,2521  ;-7,32181e+00
4760;258,475  ;0,375396  ;4,48342  ;-7,32051e+00
4670;258,424  ;-2,04787  ;-7,88055  ;-7,31644e+00
1975;258,245  ;7,47276  ;-12,5041  ;-7,30522e+00
10686;258,101  ;-3,74509  ;-15,7381  ;-7,29276e+00
6866;258,101  ;-13,5566  ;-15,7381  ;-7,29873e+00
4763;257,812  ;0,179819  ;-11,9902  ;-7,28023e+00
3501;257,767  ;-0,106322  ;10,7088  ;-7,27880e+00
4761;257,727  ;-5,49441  ;-2,49153  ;-7,28149e+00
4665;257,475  ;6,46598  ;-2,24663  ;-7,26833e+00
1978;257,379  ;-7,11312  ;-11,4762  ;-7,25900e+00
7738;257,281  ;10,9877  ;6,42974  ;-7,25931e+00
4663;257,168  ;1,80681  ;-2,5314  ;-7,25030e+00
2891;257,153  ;14,9573  ;0,0843389  ;-7,25745e+00
3504;257,003  ;-6,31897  ;11,3593  ;-7,23832e+00
4768;256,863  ;8,69366  ;-6,35625  ;-7,23519e+00
8906;256,764  ;-15,7925  ;-7,0083  ;-7,23565e+00
4468;256,748  ;-11,0411  ;15,5229  ;-7,22348e+00
4480;256,748  ;-16,1354  ;10,4287  ;-7,23302e+00
6857;256,416  ;-4,19355  ;5,75982  ;-7,20927e+00
3517;256,266  ;5,84685  ;12,3703  ;-7,19752e+00
3523;256,138  ;-0,372137  ;15,8364  ;-7,18594e+00
4661;256,123  ;-3,25844  ;-6,12706  ;-7,19308e+00
3516;256,011  ;10,9362  ;16,5339  ;-7,18253e+00
7737;256,011  ;16,0305  ;11,4397  ;-7,19241e+00
3522;255,882  ;4,7172  ;20;-7,16770e+00
11419;255,882  ;4,7172  ;-20;-7,16777e+00
14754;255,882  ;-5,09427  ;20;-7,16784e+00
10684;255,882  ;-5,09427  ;-20;-7,16790e+00
4478;255,882  ;-14,9057  ;20;-7,17475e+00
11672;255,882  ;14,9057  ;20;-7,17475e+00
9785;255,882  ;14,9057  ;-20;-7,17482e+00
10566;255,882  ;-14,9057  ;-20;-7,17482e+00
4476;255,882  ;-20;14,9057  ;-7,18730e+00
14548;255,882  ;20;14,9057  ;-7,18730e+00
6863;255,882  ;-20;-14,9057  ;-7,18736e+00
11288;255,882  ;20;-14,9057  ;-7,18736e+00
11912;255,882  ;20;5,09427  ;-7,19423e+00
6873;255,882  ;-20;-5,09427  ;-7,19426e+00
13465;255,882  ;-20;4,7172  ;-7,19437e+00
11411;255,882  ;20;-4,7172  ;-7,19439e+00
6858;255,668  ;-10,0634  ;-1,21512  ;-7,17305e+00
11569;255,652  ;-10,4062  ;6,41038  ;-7,17100e+00
4633;255,593  ;8,64211  ;-16,2521  ;-7,15884e+00
11907;255,593  ;13,7364  ;-11,1578  ;-7,16778e+00
1618;255,482  ;9,91456  ;-0,20839  ;-7,16296e+00
4669;255,322  ;1,6761  ;-8,39585  ;-7,14854e+00
4664;255,174  ;5,2554  ;-0,493152  ;-7,14394e+00
4650;255,16  ;-8,46229  ;-15,7381  ;-7,13605e+00
6867;255,16  ;-13,5566  ;-10,6438  ;-7,14474e+00
10558;255,011  ;-12,41  ;-5,52556  ;-7,13858e+00
10685;254,999  ;-0,0211318  ;-16,2534  ;-7,12428e+00
1760;254,867  ;0,596229  ;-0,777914  ;-7,12647e+00
10691;254,786  ;-14,2708  ;0,698914  ;-7,12935e+00
4637;254,71  ;3,90378  ;-12,5055  ;-7,11310e+00
6862;254,467  ;4,77368  ;5,73222  ;-7,10466e+00
4651;254,277  ;-3,38916  ;-11,9915  ;-7,09021e+00
10521;254,211  ;14,9573  ;-5,00993  ;-7,09839e+00
7736;254,211  ;14,9573  ;4,80154  ;-7,09845e+00
3499;254,159  ;0,114511  ;5,44746  ;-7,08751e+00
6875;254,129  ;-16,6174  ;-3,61153  ;-7,09627e+00
4662;254,064  ;-7,82739  ;-4,85066  ;-7,08484e+00
4666;253,885  ;5,66727  ;-7,58769  ;-7,07301e+00
1761;253,452  ;-0,367207  ;11,6728  ;-7,04591e+00
10557;253,407  ;-10,174  ;-9,1611  ;-7,04908e+00
4634;253,273  ;7,89496  ;-11,6973  ;-7,03859e+00
4469;253,255  ;-10,5874  ;10,6193  ;-7,04023e+00
3514;253,196  ;4,72213  ;15,8364  ;-7,02902e+00
3520;253,196  ;-5,08934  ;15,8364  ;-7,02914e+00
4660;253,021  ;0,465517  ;-6,64237  ;-7,02621e+00
8409;252,941  ;-0,377068  ;20;-7,00933e+00
11422;252,941  ;-0,377068  ;-20;-7,00940e+00
1011;252,941  ;-9,81147  ;20;-7,01274e+00
1012;252,941  ;9,81147  ;20;-7,01274e+00
243;252,941  ;-9,81147  ;-20;-7,01281e+00
328;252,941  ;9,81147  ;-20;-7,01281e+00
10687;252,941  ;-20;20;-7,02349e+00
14665;252,941  ;20;20;-7,02349e+00
4477;252,941  ;-14,9057  ;14,9057  ;-7,02350e+00
13756;252,941  ;14,9057  ;14,9057  ;-7,02350e+00
8895;252,941  ;14,9057  ;-14,9057  ;-7,02355e+00
10567;252,941  ;-14,9057  ;-14,9057  ;-7,02355e+00
11287;252,941  ;20;-20;-7,02356e+00
11410;252,941  ;-20;-20;-7,02356e+00
669;252,941  ;20;9,81147  ;-7,03425e+00
1187;252,941  ;-20;9,81147  ;-7,03425e+00
670;252,941  ;20;-9,81147  ;-7,03429e+00
1186;252,941  ;-20;-9,81147  ;-7,03429e+00
6872;252,941  ;-20;-0,377068  ;-7,03768e+00
11412;252,941  ;20;0,377068  ;-7,03768e+00
4659;252,808  ;-3,97272  ;0,498491  ;-7,01698e+00
3518;252,609  ;9,9736  ;11,5968  ;-7,00459e+00
9021;252,1  ;-4,45443  ;6,72387  ;-6,97787e+00
4642;252,058  ;-4,73833  ;-16,2534  ;-6,96798e+00
4636;252,058  ;5,07313  ;-16,2534  ;-6,96809e+00
4668;251,891  ;9,11586  ;-5,54944  ;-6,96953e+00
10675;251,845  ;-14,2708  ;5,79318  ;-6,97125e+00
4667;251,584  ;4,4567  ;-5,83421  ;-6,95085e+00
10498;251,296  ;10,1835  ;0,0265893  ;-6,93977e+00
4652;251,273  ;-7,67427  ;-11,6631  ;-6,93217e+00
11413;251,27  ;14,9573  ;0,0843389  ;-6,94266e+00
10683;251,188  ;-11,5232  ;-13,423  ;-6,92871e+00
6874;251,188  ;-16,6174  ;-8,32873  ;-6,93772e+00
1977;251,174  ;0,334804  ;-12,5068  ;-6,92412e+00
6288;250,989  ;5,52435  ;-0,258173  ;-6,92089e+00
4649;250,962  ;-4,10343  ;-5,36597  ;-6,91798e+00
7735;250,81  ;8,90043  ;4,95868  ;-6,91227e+00
1956;250,749  ;-8,54166  ;1,7749  ;-6,90962e+00
4635;250,621  ;9,06431  ;-15,4452  ;-6,89483e+00
8898;250,621  ;14,1586  ;-10,351  ;-6,90369e+00
3496;250,502  ;4,24126  ;4,67391  ;-6,89393e+00
3510;250,255  ;-0,372137  ;15,8364  ;-6,87210e+00
10679;250,092  ;-10,8883  ;-2,53554  ;-6,87641e+00
10497;250,026  ;15,2262  ;5,03652  ;-6,87625e+00
10522;250,026  ;15,2262  ;-4,77495  ;-6,87636e+00
8410;250;4,7172  ;20;-6,85410e+00
10671;250;4,7172  ;-20;-6,85417e+00
3519;250;-5,09427  ;20;-6,85423e+00
4639;250;-5,09427  ;-20;-6,85430e+00
10688;250;-14,9057  ;20;-6,86121e+00
14302;250;14,9057  ;20;-6,86121e+00
8894;250;14,9057  ;-20;-6,86128e+00
10690;250;-14,9057  ;-20;-6,86128e+00
7861;250;20;14,9057  ;-6,87385e+00
10689;250;-20;14,9057  ;-6,87385e+00
8896;250;20;-14,9057  ;-6,87390e+00
9795;250;-20;-14,9057  ;-6,87390e+00
11911;250;20;5,09427  ;-6,88085e+00
6871;250;-20;-5,09427  ;-6,88086e+00
10672;250;-20;4,7172  ;-6,88098e+00
10546;250;20;-4,7172  ;-6,88099e+00
3497;249,795  ;3,75954  ;10,8993  ;-6,85299e+00
4638;249,738  ;4,32598  ;-11,6987  ;-6,84954e+00
3513;249,704  ;-4,63565  ;10,9328  ;-6,84845e+00
3515;249,539  ;8,84888  ;15,0629  ;-6,83797e+00
7734;249,539  ;13,9431  ;9,9686  ;-6,84665e+00
3521;249,449  ;-9,35778  ;15,0964  ;-6,83349e+00
12464;249,449  ;-14,452  ;10,0021  ;-6,84236e+00
1960;249,435  ;-13,2349  ;-6,84599  ;-6,84234e+00
4643;249,117  ;-0,0211318  ;-16,2534  ;-6,81165e+00
4641;249,054  ;-9,02344  ;-15,925  ;-6,81165e+00
10676;248,904  ;-14,2708  ;0,698914  ;-6,81708e+00
3495;248,757  ;-0,359464  ;-1,55319  ;-6,80203e+00
4543;248,353  ;-8,72288  ;5,98384  ;-6,78233e+00
1976;248,301  ;8,31716  ;-10,8905  ;-6,77643e+00
9796;248,247  ;-16,6174  ;-13,423  ;-6,77878e+00
4568;248,247  ;-16,6174  ;-3,61153  ;-6,78472e+00
4644;248,171  ;-3,95031  ;-12,1784  ;-6,76666e+00
3498;248,049  ;-0,841182  ;4,67218  ;-6,76423e+00
4646;247,958  ;-8,38854  ;-5,0375  ;-6,76184e+00
6289;247,706  ;9,38481  ;-5,31447  ;-6,74913e+00
6308;247,68  ;3,97005  ;-15,4452  ;-6,73772e+00
8897;247,68  ;14,1586  ;-15,4452  ;-6,74430e+00
4565;247,301  ;-10,7351  ;-9,34795  ;-6,72684e+00
3508;247,235  ;0,590964  ;11,2523  ;-6,71785e+00
2179;247,111  ;10,4525  ;0,261569  ;-6,71977e+00
10548;247,085  ;15,2262  ;0,319318  ;-6,72279e+00
1075;247,059  ;-0,377068  ;20;-6,69887e+00
363;247,059  ;-0,377068  ;-20;-6,69894e+00
10560;247,059  ;9,81147  ;20;-6,70230e+00
12526;247,059  ;-9,81147  ;20;-6,70230e+00
10710;247,059  ;-9,81147  ;-20;-6,70237e+00
11423;247,059  ;9,81147  ;-20;-6,70237e+00
500;247,059  ;20;20;-6,71314e+00
842;247,059  ;-20;20;-6,71314e+00
74;247,059  ;20;-20;-6,71321e+00
160;247,059  ;-20;-20;-6,71321e+00
7860;247,059  ;20;9,81147  ;-6,72399e+00
10674;247,059  ;-20;9,81147  ;-6,72399e+00
9792;247,059  ;20;-9,81147  ;-6,72403e+00
9794;247,059  ;-20;-9,81147  ;-6,72403e+00
721;247,059  ;20;0,377068  ;-6,72744e+00
1319;247,059  ;-20;-0,377068  ;-6,72744e+00
4648;246,911  ;-0,490176  ;-7,41765  ;-6,70350e+00
4645;246,698  ;-4,92841  ;-0,276786  ;-6,69521e+00
10499;246,624  ;9,16938  ;5,19365  ;-6,69252e+00
10562;246,598  ;3,75461  ;15,0629  ;-6,68152e+00
4805;246,598  ;13,9431  ;15,0629  ;-6,68796e+00
3511;246,508  ;-4,64058  ;15,0964  ;-6,67702e+00
12527;246,508  ;-14,452  ;15,0964  ;-6,68371e+00
5112;246,175  ;0,491502  ;-12,8959  ;-6,66116e+00
1758;246,138  ;7,8863  ;10,1257  ;-6,66369e+00
4640;246,113  ;-4,30624  ;-15,925  ;-6,65550e+00
10559;246,113  ;-14,1177  ;-15,925  ;-6,66196e+00
4544;245,963  ;-14,2708  ;5,79318  ;-6,66212e+00
1765;245,956  ;-8,90409  ;10,1928  ;-6,65481e+00
6286;245,474  ;3,501  ;-6,60948  ;-6,62952e+00
4562;245,306  ;-16,6174  ;-8,32873  ;-6,62930e+00
4547;245,289  ;-9,97543  ;0,279691  ;-6,62460e+00
1961;245,167  ;-8,23542  ;-11,8499  ;-6,61215e+00
6287;244,879  ;4,56866  ;-1,03345  ;-6,60047e+00
6297;244,739  ;9,06431  ;-15,4452  ;-6,58692e+00
9793;244,739  ;14,1586  ;-10,351  ;-6,59585e+00
6296;244,738  ;4,48268  ;-12,0877  ;-6,58796e+00
4561;244,632  ;-12,322  ;-4,03075  ;-6,59183e+00
3494;244,392  ;3,28557  ;3,89864  ;-6,57441e+00
5108;244,302  ;-5,10962  ;3,93216  ;-6,57026e+00
10501;244,144  ;15,2262  ;5,03652  ;-6,56909e+00
10526;244,144  ;15,2262  ;-4,77495  ;-6,56920e+00
10561;244,118  ;4,7172  ;20;-6,54680e+00
6307;244,118  ;4,7172  ;-20;-6,54687e+00
5042;244,118  ;-5,09427  ;20;-6,54694e+00
14418;244,118  ;-5,09427  ;-20;-6,54700e+00
4802;244,118  ;14,9057  ;20;-6,55396e+00
12525;244,118  ;-14,9057  ;20;-6,55396e+00
8918;244,118  ;-14,9057  ;-20;-6,55403e+00
9766;244,118  ;14,9057  ;-20;-6,55403e+00
4804;244,118  ;20;14,9057  ;-6,56671e+00
13155;244,118  ;-20;14,9057  ;-6,56671e+00
8921;244,118  ;-20;-14,9057  ;-6,56676e+00
9767;244,118  ;20;-14,9057  ;-6,56676e+00
12920;244,118  ;20;5,09427  ;-6,57376e+00
4567;244,118  ;-20;-5,09427  ;-6,57377e+00
10673;244,118  ;-20;4,7172  ;-6,57389e+00
10547;244,118  ;20;-4,7172  ;-6,57391e+00
6309;244,117  ;0,135566  ;-16,6425  ;-6,55043e+00
3509;244,039  ;0,586034  ;15,4158  ;-6,54775e+00
4647;243,907  ;-4,77529  ;-7,08919  ;-6,54852e+00
4806;243,657  ;8,84888  ;15,0629  ;-6,53123e+00
4807;243,657  ;13,9431  ;9,9686  ;-6,53997e+00
3506;243,578  ;4,71772  ;10,4787  ;-6,52935e+00
5043;243,566  ;-9,35778  ;15,0964  ;-6,52685e+00
4542;243,566  ;-14,452  ;10,0021  ;-6,53579e+00
3512;243,487  ;-3,67748  ;10,5122  ;-6,52433e+00
4566;243,444  ;-15,7046  ;-0,796291  ;-6,53441e+00
6310;243,172  ;-9,02344  ;-15,925  ;-6,50542e+00
4563;243,172  ;-14,1177  ;-10,8307  ;-6,51453e+00
5113;243,171  ;-3,79361  ;-12,5674  ;-6,50640e+00
4546;242,893  ;-10,1566  ;4,48863  ;-6,50017e+00
1759;242,647  ;-1,31516  ;-2,32847  ;-6,48443e+00
4564;242,498  ;-9,82231  ;-6,53271  ;-6,47885e+00
6300;242,482  ;8,80054  ;-11,3412  ;-6,47427e+00
10502;241,917  ;11,0411  ;1,19921  ;-6,45140e+00
5111;241,911  ;-0,333479  ;-7,8067  ;-6,44459e+00
10682;241,891  ;15,8149  ;1,25696  ;-6,45467e+00
10528;241,887  ;9,8682  ;-5,76515  ;-6,44786e+00
3507;241,833  ;0,116989  ;4,25161  ;-6,44209e+00
5107;241,484  ;-10,0659  ;7,80444  ;-6,42633e+00
5052;241,431  ;9,75803  ;6,1313  ;-6,42422e+00
5104;241,238  ;-6,36218  ;-1,77199  ;-6,41365e+00
12916;241,176  ;-0,377068  ;20;-6,39474e+00
12821;241,176  ;-0,377068  ;-20;-6,39480e+00
929;241,176  ;-9,81147  ;20;-6,39819e+00
930;241,176  ;9,81147  ;20;-6,39819e+00
244;241,176  ;-9,81147  ;-20;-6,39826e+00
329;241,176  ;9,81147  ;-20;-6,39826e+00
6302;241,176  ;-4,58163  ;-16,6425  ;-6,39993e+00
6295;241,176  ;5,22983  ;-16,6425  ;-6,40016e+00
13153;241,176  ;-20;20;-6,40912e+00
13157;241,176  ;-14,9057  ;14,9057  ;-6,40912e+00
14666;241,176  ;20;20;-6,40912e+00
4803;241,176  ;14,9057  ;14,9057  ;-6,40913e+00
9768;241,176  ;14,9057  ;-14,9057  ;-6,40917e+00
8922;241,176  ;-14,9057  ;-14,9057  ;-6,40918e+00
9764;241,176  ;20;-20;-6,40918e+00
8920;241,176  ;-20;-20;-6,40919e+00
1271;241,176  ;-20;9,81147  ;-6,42005e+00
588;241,176  ;20;9,81147  ;-6,42006e+00
589;241,176  ;20;-9,81147  ;-6,42009e+00
1270;241,176  ;-20;-9,81147  ;-6,42009e+00
10681;241,176  ;20;0,377068  ;-6,42352e+00
12459;241,176  ;-20;-0,377068  ;-6,42353e+00
2050;241,175  ;0,648199  ;-13,2849  ;-6,40275e+00
5041;241,097  ;-4,13117  ;15,4158  ;-6,39714e+00
5035;241,097  ;5,6803  ;15,4158  ;-6,39769e+00
1764;241,018  ;1,54914  ;10,8317  ;-6,39691e+00
5110;240,598  ;-7,55644  ;11,3317  ;-6,37703e+00
4560;240,503  ;-15,7046  ;-5,51349  ;-6,38253e+00
4545;240,503  ;-15,7046  ;4,29798  ;-6,38294e+00
5117;240,458  ;-8,72081  ;-12,4959  ;-6,36961e+00
5114;240,152  ;-10,3991  ;-8,98335  ;-6,35788e+00
5048;240,079  ;7,41946  ;11,5544  ;-6,35028e+00
5106;239,829  ;-6,27147  ;1,54382  ;-6,34175e+00
1957;239,829  ;-11,4092  ;-1,21551  ;-6,34505e+00
5051;239,685  ;5,15731  ;-0,0958033  ;-6,33405e+00
9363;239,655  ;3,98438  ;-7,06016  ;-6,33036e+00
5116;239,198  ;-5,26068  ;-7,73515  ;-6,30718e+00
4570;239,094  ;-15,6139  ;7,61378  ;-6,30973e+00
10500;238,95  ;15,8149  ;5,97416  ;-6,30346e+00
9355;238,95  ;15,8149  ;-3,8373  ;-6,30423e+00
5046;238,944  ;-3,76197  ;5,0711  ;-6,29499e+00
6298;238,92  ;9,54769  ;-15,8959  ;-6,28842e+00
10527;238,92  ;14,642  ;-10,8017  ;-6,29776e+00
6299;238,919  ;4,96606  ;-12,5384  ;-6,28942e+00
5115;238,892  ;-6,93897  ;-4,22263  ;-6,29391e+00
5050;238,871  ;6,58945  ;6,48427  ;-6,29176e+00
6305;238,463  ;-9,50884  ;-16,5709  ;-6,26442e+00
10668;238,463  ;-14,6031  ;-11,4767  ;-6,27400e+00
6301;238,462  ;-4,279  ;-13,2134  ;-6,26538e+00
4571;238,42  ;-11,3185  ;2,10029  ;-6,27336e+00
5037;238,235  ;4,7172  ;20;-6,24586e+00
12820;238,235  ;4,7172  ;-20;-6,24592e+00
9124;238,235  ;-5,09427  ;20;-6,24599e+00
6304;238,235  ;-5,09427  ;-20;-6,24606e+00
11966;238,235  ;14,9057  ;20;-6,25308e+00
13154;238,235  ;-14,9057  ;20;-6,25308e+00
8919;238,235  ;-14,9057  ;-20;-6,25314e+00
9765;238,235  ;14,9057  ;-20;-6,25314e+00
11965;238,235  ;20;14,9057  ;-6,26592e+00
13156;238,235  ;-20;14,9057  ;-6,26592e+00
8923;238,235  ;-20;-14,9057  ;-6,26597e+00
9350;238,235  ;20;-14,9057  ;-6,26597e+00
14774;238,235  ;20;5,09427  ;-6,27302e+00
12458;238,235  ;-20;-5,09427  ;-6,27304e+00
4569;238,235  ;-20;4,7172  ;-6,27315e+00
9357;238,235  ;20;-4,7172  ;-6,27317e+00
6303;238,234  ;0,135566  ;-16,6425  ;-6,24951e+00
6446;238,213  ;-1,44687  ;-4,6579  ;-6,25771e+00
9125;238,208  ;-8,01013  ;16,2353  ;-6,25094e+00
9342;238,208  ;-13,1044  ;11,1411  ;-6,25986e+00
11312;238,157  ;-16,2814  ;-7,96413  ;-6,26286e+00
5036;238,156  ;0,586034  ;15,4158  ;-6,24693e+00
5047;238,129  ;-2,32983  ;11,6512  ;-6,24943e+00
5038;237,598  ;8,38205  ;16,4915  ;-6,22002e+00
11732;237,598  ;13,4763  ;11,3972  ;-6,22918e+00
4548;237,562  ;-15,7046  ;-0,796291  ;-6,23437e+00
5039;237,519  ;4,25088  ;11,9073  ;-6,21885e+00
4549;237,483  ;-11,986  ;-3,66615  ;-6,22624e+00
9362;237,477  ;-0,465192  ;-10,1361  ;-6,21753e+00
1962;237,012  ;-11,2278  ;5,4161  ;-6,20124e+00
2040;236,724  ;11,6298  ;2,13686  ;-6,18797e+00
9354;236,694  ;10,4568  ;-4,8275  ;-6,18486e+00
2180;236,664  ;9,28392  ;-11,7919  ;-6,17835e+00
5044;236,611  ;-0,252458  ;-1,04329  ;-6,17754e+00
4572;236,153  ;-15,6139  ;2,51952  ;-6,16314e+00
5109;236,126  ;-8,71828  ;8,94339  ;-6,15304e+00
9353;236,096  ;14,8552  ;-10,1401  ;-6,15596e+00
9356;236,009  ;15,8149  ;1,25696  ;-6,15632e+00
7229;235,979  ;4,45343  ;-15,8959  ;-6,13743e+00
7195;235,979  ;14,642  ;-15,8959  ;-6,14447e+00
5045;235,796  ;1,17969  ;5,53679  ;-6,13560e+00
2051;235,749  ;-9,20621  ;-13,1418  ;-6,13114e+00
6306;235,522  ;-4,79164  ;-16,5709  ;-6,11381e+00
8911;235,522  ;-14,6031  ;-16,5709  ;-6,12070e+00
5118;235,443  ;-10,8845  ;-9,62931  ;-6,11992e+00
12656;235,372  ;9,2912  ;7,55992  ;-6,11644e+00
1074;235,294  ;-0,377068  ;20;-6,09698e+00
362;235,294  ;-0,377068  ;-20;-6,09704e+00
9123;235,294  ;-9,81147  ;20;-6,10046e+00
13431;235,294  ;9,81147  ;20;-6,10046e+00
12460;235,294  ;-9,81147  ;-20;-6,10053e+00
12819;235,294  ;9,81147  ;-20;-6,10053e+00
501;235,294  ;20;20;-6,11147e+00
843;235,294  ;-20;20;-6,11147e+00
75;235,294  ;20;-20;-6,11153e+00
161;235,294  ;-20;-20;-6,11154e+00
12496;235,294  ;-20;9,81147  ;-6,12249e+00
12921;235,294  ;20;9,81147  ;-6,12249e+00
9351;235,294  ;20;-9,81147  ;-6,12252e+00
11310;235,294  ;-20;-9,81147  ;-6,12252e+00
720;235,294  ;20;0,377068  ;-6,12599e+00
1318;235,294  ;-20;-0,377068  ;-6,12599e+00
8691;235,267  ;-3,29293  ;16,2353  ;-6,10097e+00
13598;235,267  ;-13,1044  ;16,2353  ;-6,10680e+00
6447;235,252  ;5,02559  ;-2,42523  ;-6,11008e+00
2038;235,24  ;-6,20879  ;12,4707  ;-6,10455e+00
7228;235,222  ;3,85267  ;-9,38959  ;-6,10524e+00
4550;235,216  ;-16,2814  ;-3,24693  ;-6,11681e+00
5103;235,202  ;-5,29948  ;-0,486815  ;-6,10790e+00
1958;235,138  ;-12,5628  ;-6,11679  ;-6,10804e+00
10709;234,764  ;-5,3924  ;-10,0646  ;-6,08241e+00
5040;234,657  ;3,28778  ;16,4915  ;-6,07016e+00
11967;234,657  ;13,4763  ;16,4915  ;-6,07635e+00
5027;234,63  ;0,371922  ;12,7268  ;-6,07242e+00
7227;234,537  ;-0,977825  ;-13,4937  ;-6,06710e+00
4552;234,476  ;-12,3998  ;0,119855  ;-6,07619e+00
6443;234,459  ;-7,07068  ;-6,55206  ;-6,07001e+00
2037;234,02  ;6,95263  ;12,983  ;-6,04350e+00
8273;233,869  ;10,67  ;-4,16595  ;-6,04388e+00
7198;233,839  ;9,49712  ;-11,1303  ;-6,03768e+00
5105;233,793  ;-5,20877  ;2,82899  ;-6,03727e+00
2177;233,779  ;-1,57858  ;-6,98733  ;-6,03423e+00
5049;233,649  ;6,22001  ;1,18937  ;-6,03076e+00
7848;233,212  ;-15,6139  ;7,61378  ;-6,01441e+00
7216;233,154  ;4,66662  ;-15,2344  ;-5,99721e+00
7196;233,154  ;14,8552  ;-15,2344  ;-6,00444e+00
9358;233,154  ;14,8552  ;-5,04585  ;-6,01193e+00
14243;233,068  ;15,8149  ;5,97416  ;-6,00830e+00
6444;233,067  ;-12,3091  ;3,43566  ;-6,00557e+00
7194;233,038  ;9,54769  ;-15,8959  ;-5,99320e+00
5026;232,907  ;-2,69927  ;6,35628  ;-5,99135e+00
6258;232,856  ;-5,87627  ;-2,93745  ;-5,99096e+00
8912;232,58  ;-9,50884  ;-16,5709  ;-5,96969e+00
8913;232,58  ;-14,6031  ;-11,4767  ;-5,97934e+00
7212;232,397  ;4,06587  ;-8,72805  ;-5,96512e+00
12827;232,353  ;4,7172  ;20;-5,95131e+00
7215;232,353  ;4,7172  ;-20;-5,95138e+00
8033;232,353  ;-5,09427  ;20;-5,95145e+00
11335;232,353  ;-5,09427  ;-20;-5,95151e+00
12919;232,353  ;14,9057  ;20;-5,95858e+00
13165;232,353  ;-14,9057  ;20;-5,95858e+00
7193;232,353  ;14,9057  ;-20;-5,95865e+00
8908;232,353  ;-14,9057  ;-20;-5,95865e+00
12918;232,353  ;20;14,9057  ;-5,97153e+00
13166;232,353  ;-20;14,9057  ;-5,97153e+00
8910;232,353  ;-20;-14,9057  ;-5,97158e+00
9352;232,353  ;20;-14,9057  ;-5,97158e+00
14242;232,353  ;20;5,09427  ;-5,97868e+00
7849;232,353  ;-20;-5,09427  ;-5,97870e+00
7846;232,353  ;-20;4,7172  ;-5,97882e+00
13134;232,353  ;20;-4,7172  ;-5,97883e+00
9126;232,326  ;-8,01013  ;16,2353  ;-5,95647e+00
13597;232,326  ;-13,1044  ;11,1411  ;-5,96546e+00
5023;232,297  ;3,88144  ;6,61243  ;-5,96128e+00
7850;232,275  ;-16,2814  ;-7,96413  ;-5,96856e+00
4551;232,209  ;-16,6952  ;0,539078  ;-5,96807e+00
6268;232,177  ;-0,384171  ;-3,37272  ;-5,95598e+00
4553;232,13  ;-12,9766  ;-2,33078  ;-5,96000e+00
12828;231,716  ;8,38205  ;16,4915  ;-5,92622e+00
12922;231,716  ;13,4763  ;11,3972  ;-5,93545e+00
11322;231,596  ;-5,69502  ;-13,4937  ;-5,92222e+00
2219;231,015  ;9,71031  ;-10,4688  ;-5,89847e+00
8272;230,795  ;5,26028  ;-5,11344  ;-5,88823e+00
1475;230,575  ;0,810241  ;0,241884  ;-5,87736e+00
8036;230,477  ;0,124827  ;15,0737  ;-5,86422e+00
5028;230,45  ;-2,79103  ;11,309  ;-5,86680e+00
9017;230,4  ;11,8615  ;-3,12649  ;-5,87351e+00
9020;230,384  ;12,496  ;4,72609  ;-5,87284e+00
6445;230,252  ;-11,7013  ;6,19667  ;-5,86508e+00
7197;230,213  ;9,76089  ;-15,2344  ;-5,85462e+00
7205;230,213  ;14,8552  ;-10,1401  ;-5,86390e+00
9018;230,126  ;15,8149  ;1,25696  ;-5,86438e+00
6259;229,849  ;-6,29007  ;0,848554  ;-5,84312e+00
5024;229,84  ;3,78968  ;11,5651  ;-5,83688e+00
13072;229,685  ;16,0466  ;-4,00639  ;-5,84248e+00
11319;229,664  ;-11,1905  ;-12,1485  ;-5,83185e+00
8032;229,412  ;0;20;-5,80565e+00
7214;229,412  ;-0,377068  ;-20;-5,80572e+00
931;229,412  ;9,81147  ;20;-5,80916e+00
1013;229,412  ;-9,81147  ;20;-5,80916e+00
245;229,412  ;-9,81147  ;-20;-5,80922e+00
330;229,412  ;9,81147  ;-20;-5,80922e+00
12917;229,412  ;20;20;-5,82025e+00
13163;229,412  ;-20;20;-5,82025e+00
11778;229,412  ;14,9057  ;14,9057  ;-5,82026e+00
13168;229,412  ;-14,9057  ;14,9057  ;-5,82026e+00
7200;229,412  ;14,9057  ;-14,9057  ;-5,82031e+00
8909;229,412  ;-14,9057  ;-14,9057  ;-5,82031e+00
13432;229,412  ;20;-20;-5,82031e+00
12659;229,412  ;-20;-20;-5,82032e+00
671;229,412  ;20;9,81147  ;-5,83136e+00
1189;229,412  ;-20;9,81147  ;-5,83136e+00
